sale_id,transaction_id,line_number,customer_id,product_id,transaction_date,quantity,unit_price,discount_amount,tax_amount,payment_method,channel,store_id
STG-0000847,TXN-0000585,3,CUST-00164,PROD-0051,2024-02-02,3,168.16,0.0,38.74,Debit Card,In-Store,STORE-001
STG-0000848,TXN-0000586,1,CUST-00458,PROD-0072,2022-09-28,2,303.58,0.0,44.91,Credit Card,In-Store,STORE-007
STG-0000849,TXN-0000587,1,CUST-00225,PROD-0085,2023-12-03,1,37.52,1.88,2.69,Credit Card,Online,
STG-0000850,TXN-0000588,1,CUST-00383,PROD-0021,2023-04-01,2,166.74,0.0,33.17,Credit Card,Online,
STG-0000851,TXN-0000589,1,CUST-00369,PROD-0050,2022-09-10,1,172.02,0.0,16.27,Credit Card,Online,
STG-0000852,TXN-0000589,2,CUST-00369,PROD-0088,2022-09-10,5,20.98,0.0,8.48,Credit Card,Online,
STG-0000853,TXN-0000589,3,CUST-00369,PROD-0047,2022-09-10,1,117.69,11.77,6.89,Credit Card,Online,
STG-0000854,TXN-0000590,1,CUST-00491,PROD-0064,2022-03-03,1,18.94,0.0,1.42,Credit Card,In-Store,STORE-004
STG-0000855,TXN-0000591,1,CUST-00480,PROD-0066,2023-03-27,3,459.55,0.0,132.17,Debit Card,Mobile App,
STG-0000856,TXN-0000592,1,CUST-00451,PROD-0028,2024-07-22,1,134.57,0.0,10.99,Debit Card,Online,
STG-0000857,TXN-0000593,1,CUST-00373,PROD-0045,2023-05-30,1,100.18,0.0,7.76,Credit Card,In-Store,STORE-007
STG-0000858,TXN-0000594,1,CUST-00313,PROD-0042,2023-10-25,4,104.52,62.71,22.73,Debit Card,Online,
STG-0000859,TXN-0000595,1,CUST-00423,PROD-0005,2022-06-20,2,959.55,95.95,149.11,Credit Card,In-Store,STORE-007
STG-0000860,TXN-0000596,1,CUST-00229,PROD-0004,2024-12-02,1,903.56,90.36,66.73,Cash,Mobile App,
STG-0000861,TXN-0000597,1,CUST-00442,PROD-0088,2022-08-29,1,21.86,3.28,1.59,Credit Card,Mobile App,
STG-0000862,TXN-0000598,1,CUST-00179,PROD-0036,2022-04-30,1,30.06,1.5,2.06,PayPal,Mobile App,
STG-0000863,TXN-0000598,2,CUST-00179,PROD-0060,2022-04-30,4,34.76,6.95,7.95,PayPal,Mobile App,
STG-0000864,TXN-0000599,1,CUST-00025,PROD-0038,2022-11-06,1,69.52,0.0,6.84,PayPal,In-Store,STORE-009
STG-0000865,TXN-0000599,2,CUST-00025,PROD-0095,2022-11-06,1,11.58,2.32,0.63,PayPal,In-Store,STORE-009
STG-0000866,TXN-0000599,3,CUST-00025,PROD-0035,2022-11-06,3,36.41,10.92,8.17,PayPal,In-Store,STORE-009
STG-0000867,TXN-0000600,1,CUST-00306,PROD-0052,2024-01-19,1,38.07,0.0,2.44,Credit Card,Mobile App,
STG-0000868,TXN-0000601,1,CUST-00229,PROD-0091,2024-01-26,2,35.3,0.0,5.8,PayPal,Online,
STG-0000869,TXN-0000601,2,CUST-00229,PROD-0089,2024-01-26,1,17.2,0.0,1.33,PayPal,Online,
STG-0000870,TXN-0000602,1,CUST-00266,PROD-0028,2023-01-22,1,135.51,6.78,12.79,Cash,In-Store,STORE-002
STG-0000871,TXN-0000603,1,CUST-00382,PROD-0086,2022-01-09,1,21.89,0.0,2.0,Cash,In-Store,STORE-004
STG-0000872,TXN-0000604,1,CUST-00377,PROD-0054,2023-08-25,2,54.16,5.42,8.56,Credit Card,Online,
STG-0000873,TXN-0000604,2,CUST-00377,PROD-0057,2023-08-25,1,49.26,2.46,3.01,Credit Card,Online,
STG-0000874,TXN-0000605,1,CUST-00460,PROD-0023,2024-10-12,1,254.28,0.0,23.35,Debit Card,In-Store,STORE-006
STG-0000875,TXN-0000606,1,CUST-00227,PROD-0014,2022-10-02,3,1387.9,208.19,308.67,Credit Card,Online,
STG-0000876,TXN-0000607,1,CUST-00132,PROD-0080,2023-08-09,3,16.54,0.0,3.66,Cash,Mobile App,
STG-0000877,TXN-0000608,1,CUST-00499,PROD-0058,2022-03-10,1,39.6,0.0,3.34,Credit Card,Online,
STG-0000878,TXN-0000609,1,CUST-00233,PROD-0053,2023-04-15,3,29.92,0.0,5.88,Credit Card,Online,
STG-0000879,TXN-0000610,1,CUST-00344,PROD-0080,2022-10-11,1,16.86,0.84,1.15,Credit Card,In-Store,STORE-004
STG-0000880,TXN-0000611,1,CUST-00228,PROD-0083,2022-12-14,1,38.07,1.9,3.45,Credit Card,Online,
STG-0000881,TXN-0000611,2,CUST-00228,PROD-0026,2022-12-14,1,90.93,4.55,7.83,Credit Card,Online,
STG-0000882,TXN-0000612,1,CUST-00397,PROD-0069,2023-06-13,1,453.99,22.7,39.95,Debit Card,Mobile App,
STG-0000883,TXN-0000613,1,CUST-00279,PROD-0023,2024-11-27,3,254.06,0.0,72.85,Debit Card,In-Store,STORE-006
STG-0000884,TXN-0000614,1,CUST-00115,PROD-0082,2024-06-25,1,47.52,0.0,3.46,Debit Card,In-Store,STORE-009
STG-0000885,TXN-0000614,2,CUST-00115,PROD-0075,2024-06-25,1,93.39,0.0,8.06,Debit Card,In-Store,STORE-009
STG-0000886,TXN-0000614,3,CUST-00115,PROD-0097,2024-06-25,2,62.4,0.0,9.08,Debit Card,In-Store,STORE-009
STG-0000887,TXN-0000615,1,CUST-00146,PROD-0012,2024-02-06,1,1446.15,0.0,121.58,PayPal,Online,
STG-0000888,TXN-0000616,1,CUST-00054,PROD-0010,2022-12-22,2,994.77,99.48,146.31,Debit Card,In-Store,STORE-002
STG-0000889,TXN-0000617,1,CUST-00098,PROD-0037,2023-11-22,1,77.37,0.0,5.17,Debit Card,In-Store,STORE-001
STG-0000890,TXN-0000617,2,CUST-00098,PROD-0035,2023-11-22,1,35.73,1.79,2.42,Debit Card,In-Store,STORE-001
STG-0000891,TXN-0000618,1,CUST-00442,PROD-0034,2024-12-24,3,50.92,0.0,14.64,Apple Pay,Mobile App,
STG-0000892,TXN-0000619,1,CUST-00025,PROD-0093,2022-06-30,3,25.75,3.86,5.21,Credit Card,Online,
STG-0000893,TXN-0000619,2,CUST-00025,PROD-0034,2022-06-30,1,52.38,2.62,3.61,Credit Card,Online,
STG-0000894,TXN-0000619,3,CUST-00025,PROD-0036,2022-06-30,1,30.25,1.51,2.25,Credit Card,Online,
STG-0000895,TXN-0000620,1,CUST-00491,PROD-0083,2022-06-07,1,37.86,3.79,2.23,Credit Card,In-Store,STORE-010
STG-0000896,TXN-0000620,2,CUST-00491,PROD-0054,2022-06-07,3,54.34,8.15,10.69,Credit Card,In-Store,STORE-010
STG-0000897,TXN-0000621,1,CUST-00364,PROD-0084,2022-09-13,1,37.97,1.9,2.24,PayPal,Mobile App,
STG-0000898,TXN-0000622,1,CUST-00025,PROD-0011,2022-08-05,2,1312.8,262.56,167.29,Credit Card,In-Store,STORE-005
STG-0000899,TXN-0000622,2,CUST-00025,PROD-0057,2022-08-05,1,49.46,0.0,3.22,Credit Card,In-Store,STORE-005
STG-0000900,TXN-0000623,1,CUST-00369,PROD-0006,2022-07-25,1,967.12,0.0,78.44,Apple Pay,Mobile App,
STG-0000901,TXN-0000623,2,CUST-00369,PROD-0011,2022-07-25,2,1332.58,533.03,155.38,Apple Pay,Mobile App,
STG-0000902,TXN-0000624,1,CUST-00109,PROD-0093,2024-07-29,3,26.16,0.0,6.74,Credit Card,In-Store,STORE-002
STG-0000903,TXN-0000624,2,CUST-00109,PROD-0023,2024-07-29,2,253.44,0.0,40.44,Credit Card,In-Store,STORE-002
STG-0000904,TXN-0000625,1,CUST-00327,PROD-0061,2024-05-24,1,134.78,13.48,10.97,Credit Card,Online,
STG-0000905,TXN-0000626,1,CUST-00141,PROD-0050,2022-02-06,3,177.34,0.0,34.69,Cash,Mobile App,
STG-0000906,TXN-0000627,1,CUST-00171,PROD-0043,2023-11-12,1,158.32,0.0,12.18,Debit Card,Online,
STG-0000907,TXN-0000627,2,CUST-00171,PROD-0093,2023-11-12,4,26.68,5.34,6.5,Debit Card,Online,
STG-0000908,TXN-0000627,3,CUST-00171,PROD-0004,2023-11-12,1,882.82,0.0,53.55,Debit Card,Online,
STG-0000909,TXN-0000628,1,CUST-00120,PROD-0075,2024-02-10,1,90.97,4.55,6.41,Debit Card,Online,
STG-0000910,TXN-0000629,1,CUST-00179,PROD-0097,2023-07-24,1,62.02,3.1,5.26,Credit Card,In-Store,STORE-008
STG-0000911,TXN-0000630,1,CUST-00128,PROD-0063,2024-12-21,1,47.7,0.0,2.96,Debit Card,In-Store,STORE-009
STG-0000912,TXN-0000631,1,CUST-00054,PROD-0095,2023-10-30,1,11.09,0.0,0.77,PayPal,In-Store,STORE-010
STG-0000913,TXN-0000632,1,CUST-00363,PROD-0009,2022-02-01,1,725.06,0.0,61.98,Credit Card,In-Store,STORE-005
STG-0000914,TXN-0000633,1,CUST-00127,PROD-0051,2024-03-26,1,172.25,25.84,10.18,Credit Card,In-Store,STORE-010
STG-0000915,TXN-0000633,2,CUST-00127,PROD-0035,2024-03-26,1,35.7,0.0,3.43,Credit Card,In-Store,STORE-010
STG-0000916,TXN-0000634,1,CUST-00013,PROD-0080,2024-12-13,1,16.09,0.0,1.4,Credit Card,Online,
STG-0000917,TXN-0000635,1,CUST-00267,PROD-0099,2023-07-27,1,78.72,0.0,7.3,Debit Card,Mobile App,
STG-0000918,TXN-0000635,2,CUST-00267,PROD-0035,2023-07-27,5,36.25,18.12,13.22,Debit Card,Mobile App,
STG-0000919,TXN-0000636,1,CUST-00071,PROD-0074,2024-09-13,2,141.48,56.59,15.91,Credit Card,In-Store,STORE-006
STG-0000920,TXN-0000637,1,CUST-00164,PROD-0030,2024-04-24,2,213.5,42.7,36.93,Credit Card,In-Store,STORE-006
STG-0000921,TXN-0000638,1,CUST-00055,PROD-0064,2022-06-15,5,18.48,9.24,7.18,Cash,Online,
STG-0000922,TXN-0000639,1,CUST-00229,PROD-0055,2023-10-13,2,133.28,0.0,26.17,Cash,In-Store,STORE-007
STG-0000923,TXN-0000640,1,CUST-00489,PROD-0098,2024-01-06,1,52.43,7.86,3.61,Cash,Mobile App,
STG-0000924,TXN-0000641,1,CUST-00336,PROD-0069,2022-02-22,5,441.6,0.0,136.11,Credit Card,Mobile App,
STG-0000925,TXN-0000642,1,CUST-00158,PROD-0043,2023-03-10,5,160.76,80.38,51.75,Debit Card,Online,
STG-0000926,TXN-0000643,1,CUST-00229,PROD-0020,2023-11-09,5,1241.37,310.34,510.48,Debit Card,Online,
STG-0000927,TXN-0000643,2,CUST-00229,PROD-0025,2023-11-09,1,336.97,33.7,18.39,Debit Card,Online,
STG-0000928,TXN-0000643,3,CUST-00229,PROD-0032,2023-11-09,1,85.09,4.25,5.02,Debit Card,Online,
STG-0000929,TXN-0000644,1,CUST-00200,PROD-0034,2024-05-15,1,50.82,0.0,4.8,Credit Card,Online,
STG-0000930,TXN-0000645,1,CUST-00375,PROD-0089,2024-12-26,2,16.39,0.0,3.17,Credit Card,In-Store,STORE-005
STG-0000931,TXN-0000645,2,CUST-00375,PROD-0064,2024-12-26,1,18.79,2.82,1.12,Credit Card,In-Store,STORE-005
STG-0000932,TXN-0000646,1,CUST-00171,PROD-0060,2023-10-18,1,34.8,0.0,2.69,Apple Pay,In-Store,STORE-005
STG-0000933,TXN-0000646,2,CUST-00171,PROD-0021,2023-10-18,3,168.8,0.0,45.93,Apple Pay,In-Store,STORE-005
STG-0000934,TXN-0000647,1,CUST-00186,PROD-0090,2022-04-14,2,19.51,0.0,2.93,Credit Card,In-Store,STORE-005
STG-0000935,TXN-0000648,1,CUST-00207,PROD-0080,2022-04-12,2,16.41,0.0,2.43,Debit Card,In-Store,STORE-006
STG-0000936,TXN-0000648,2,CUST-00207,PROD-0012,2022-04-12,5,1409.53,0.0,680.11,Debit Card,In-Store,STORE-006
STG-0000937,TXN-0000649,1,CUST-00374,PROD-0079,2022-05-16,1,60.7,0.0,5.15,Credit Card,In-Store,STORE-005
STG-0000938,TXN-0000650,1,CUST-00454,PROD-0062,2023-02-13,1,110.65,11.07,9.46,PayPal,In-Store,STORE-003
STG-0000939,TXN-0000650,2,CUST-00454,PROD-0015,2023-02-13,1,795.85,0.0,74.17,PayPal,In-Store,STORE-003
STG-0000940,TXN-0000651,1,CUST-00148,PROD-0054,2024-10-29,3,53.38,0.0,13.35,Credit Card,In-Store,STORE-008
STG-0000941,TXN-0000652,1,CUST-00363,PROD-0057,2023-07-10,5,50.65,0.0,24.26,Debit Card,Online,
STG-0000942,TXN-0000653,1,CUST-00073,PROD-0026,2024-01-08,3,94.55,14.18,18.33,Cash,Online,
STG-0000943,TXN-0000654,1,CUST-00071,PROD-0096,2023-09-16,1,65.71,0.0,5.27,Debit Card,Mobile App,
STG-0000944,TXN-0000655,1,CUST-00475,PROD-0089,2024-02-27,3,17.07,0.0,4.76,Debit Card,In-Store,STORE-003
STG-0000945,TXN-0000656,1,CUST-00444,PROD-0076,2023-01-13,1,40.36,4.04,3.13,Debit Card,Online,
STG-0000946,TXN-0000656,2,CUST-00444,PROD-0055,2023-01-13,2,131.75,0.0,20.83,Debit Card,Online,
STG-0000947,TXN-0000657,1,CUST-00324,PROD-0050,2022-08-02,1,177.47,8.87,10.84,Debit Card,Mobile App,
STG-0000948,TXN-0000658,1,CUST-00193,PROD-0074,2022-07-07,1,140.94,0.0,12.12,Debit Card,In-Store,STORE-010
STG-0000949,TXN-0000659,1,CUST-00218,PROD-0062,2022-02-07,3,108.89,0.0,19.72,Credit Card,Mobile App,
STG-0000950,TXN-0000659,2,CUST-00218,PROD-0011,2022-02-07,1,1299.19,129.92,80.01,Credit Card,Mobile App,
STG-0000951,TXN-0000660,1,CUST-00234,PROD-0059,2022-09-09,2,86.84,8.68,12.93,Credit Card,Online,
STG-0000952,TXN-0000660,2,CUST-00234,PROD-0086,2022-09-09,1,22.64,2.26,1.76,Credit Card,Online,
STG-0000953,TXN-0000660,3,CUST-00234,PROD-0054,2022-09-09,1,54.12,5.41,3.87,Credit Card,Online,
STG-0000954,TXN-0000661,1,CUST-00277,PROD-0009,2022-05-15,1,737.25,0.0,53.79,Cash,In-Store,STORE-009
STG-0000955,TXN-0000661,2,CUST-00277,PROD-0085,2022-05-15,1,38.09,1.9,2.76,Cash,In-Store,STORE-009
STG-0000956,TXN-0000661,3,CUST-00277,PROD-0030,2022-05-15,3,202.9,0.0,38.87,Cash,In-Store,STORE-009
STG-0000957,TXN-0000662,1,CUST-00476,PROD-0035,2024-06-05,3,37.14,5.57,7.35,PayPal,Online,
STG-0000958,TXN-0000663,1,CUST-00086,PROD-0026,2022-10-18,1,91.7,4.58,5.63,PayPal,Mobile App,
STG-0000959,TXN-0000663,2,CUST-00086,PROD-0041,2022-10-18,1,163.41,16.34,12.39,PayPal,Mobile App,
STG-0000960,TXN-0000664,1,CUST-00469,PROD-0082,2024-10-29,2,46.88,4.69,6.04,Cash,In-Store,STORE-007
STG-0000961,TXN-0000664,2,CUST-00469,PROD-0060,2024-10-29,2,33.92,0.0,6.08,Cash,In-Store,STORE-007
STG-0000962,TXN-0000665,1,CUST-00237,PROD-0030,2022-11-02,4,202.65,0.0,49.71,Credit Card,Online,
STG-0000963,TXN-0000666,1,CUST-00007,PROD-0091,2023-11-24,1,35.35,1.77,3.3,Debit Card,Online,
STG-0000964,TXN-0000667,1,CUST-00237,PROD-0091,2024-10-22,1,34.59,3.46,2.93,Credit Card,In-Store,STORE-008
STG-0000965,TXN-0000667,2,CUST-00237,PROD-0090,2024-10-22,1,19.78,0.99,1.78,Credit Card,In-Store,STORE-008
STG-0000966,TXN-0000668,1,CUST-00060,PROD-0033,2024-04-28,1,41.81,0.0,2.55,Credit Card,Online,
STG-0000967,TXN-0000669,1,CUST-00128,PROD-0054,2023-08-03,3,52.33,0.0,11.23,Credit Card,Mobile App,
STG-0000968,TXN-0000669,2,CUST-00128,PROD-0099,2023-08-03,1,78.94,0.0,6.67,Credit Card,Mobile App,
STG-0000969,TXN-0000670,1,CUST-00292,PROD-0084,2024-05-15,4,38.07,30.46,10.49,PayPal,Online,
STG-0000970,TXN-0000671,1,CUST-00189,PROD-0005,2023-02-13,1,961.65,48.08,88.59,PayPal,In-Store,STORE-001
STG-0000971,TXN-0000672,1,CUST-00454,PROD-0011,2024-01-13,2,1358.56,271.71,150.18,Credit Card,In-Store,STORE-010
STG-0000972,TXN-0000672,2,CUST-00454,PROD-0055,2024-01-13,4,138.29,27.66,44.4,Credit Card,In-Store,STORE-010
STG-0000973,TXN-0000673,1,CUST-00242,PROD-0093,2022-04-14,1,25.66,0.0,2.21,Credit Card,Mobile App,
STG-0000974,TXN-0000674,1,CUST-00134,PROD-0061,2024-10-16,1,131.01,13.1,10.9,Apple Pay,Mobile App,
STG-0000975,TXN-0000675,1,CUST-00444,PROD-0058,2022-10-16,1,39.67,3.97,3.14,Cash,Online,
STG-0000976,TXN-0000676,1,CUST-00197,PROD-0019,2024-06-23,1,956.33,0.0,74.08,Debit Card,In-Store,STORE-010
STG-0000977,TXN-0000677,1,CUST-00110,PROD-0075,2023-10-04,3,93.15,27.95,20.8,Credit Card,Online,
STG-0000978,TXN-0000678,1,CUST-00017,PROD-0087,2022-06-29,1,18.63,0.0,1.15,PayPal,Online,
STG-0000979,TXN-0000678,2,CUST-00017,PROD-0047,2022-06-29,2,120.21,0.0,17.24,PayPal,Online,
STG-0000980,TXN-0000678,3,CUST-00017,PROD-0084,2022-06-29,1,38.12,0.0,2.4,PayPal,Online,
STG-0000981,TXN-0000679,1,CUST-00240,PROD-0097,2024-05-19,4,62.34,0.0,22.07,Cash,Online,
STG-0000982,TXN-0000680,1,CUST-00382,PROD-0030,2022-03-03,1,213.52,0.0,13.7,Cash,In-Store,STORE-009
STG-0000983,TXN-0000680,2,CUST-00382,PROD-0060,2022-03-03,1,33.63,5.04,2.27,Cash,In-Store,STORE-009
STG-0000984,TXN-0000680,3,CUST-00382,PROD-0037,2022-03-03,4,73.26,29.3,21.32,Cash,In-Store,STORE-009
STG-0000985,TXN-0000681,1,CUST-00242,PROD-0085,2022-12-27,1,36.05,0.0,3.26,Cash,In-Store,STORE-003
STG-0000986,TXN-0000682,1,CUST-00017,PROD-0065,2022-11-11,1,115.15,17.27,6.11,Credit Card,Mobile App,
STG-0000987,TXN-0000682,2,CUST-00017,PROD-0072,2022-11-11,1,313.01,0.0,23.57,Credit Card,Mobile App,
STG-0000988,TXN-0000682,3,CUST-00017,PROD-0086,2022-11-11,1,22.09,0.0,1.91,Credit Card,Mobile App,
STG-0000989,TXN-0000683,1,CUST-00317,PROD-0048,2022-08-17,2,235.24,0.0,43.81,PayPal,In-Store,STORE-001
STG-0000990,TXN-0000684,1,CUST-00369,PROD-0094,2023-04-12,1,29.33,1.47,2.49,Credit Card,In-Store,STORE-010
STG-0000991,TXN-0000685,1,CUST-00054,PROD-0061,2022-07-26,4,137.78,0.0,45.69,Cash,In-Store,STORE-005
STG-0000992,TXN-0000686,1,CUST-00233,PROD-0026,2024-12-25,1,90.1,9.01,7.95,Credit Card,In-Store,STORE-004
STG-0000993,TXN-0000687,1,CUST-00115,PROD-0078,2023-08-30,2,15.84,0.0,2.74,Credit Card,Online,
STG-0000994,TXN-0000688,1,CUST-00409,PROD-0085,2022-01-18,1,37.23,0.0,2.5,Credit Card,Online,
STG-0000995,TXN-0000688,2,CUST-00409,PROD-0040,2022-01-18,1,75.32,0.0,7.43,Credit Card,Online,
STG-0000996,TXN-0000689,1,CUST-00431,PROD-0090,2023-08-01,2,19.17,0.0,2.4,Credit Card,In-Store,STORE-002
STG-0000997,TXN-0000690,1,CUST-00374,PROD-0093,2022-04-04,1,25.96,2.6,2.01,PayPal,In-Store,STORE-003
STG-0000998,TXN-0000691,1,CUST-00310,PROD-0036,2024-03-03,1,30.19,1.51,1.79,Debit Card,In-Store,STORE-008
STG-0000999,TXN-0000692,1,CUST-00117,PROD-0099,2022-01-19,1,78.97,0.0,5.08,Cash,In-Store,STORE-006
STG-0001000,TXN-0000692,2,CUST-00117,PROD-0023,2022-01-19,1,248.24,0.0,16.92,Cash,In-Store,STORE-006
STG-0001001,TXN-0000693,1,CUST-00422,PROD-0030,2022-06-25,1,207.68,0.0,17.5,Credit Card,Online,
STG-0001002,TXN-0000694,1,CUST-00491,PROD-0028,2024-03-25,1,138.51,0.0,10.35,Credit Card,Mobile App,
STG-0001003,TXN-0000695,1,CUST-00071,PROD-0092,2024-10-31,1,23.96,1.2,2.04,Credit Card,Online,
STG-0001004,TXN-0000696,1,CUST-00361,PROD-0074,2023-02-18,2,142.58,0.0,25.81,Credit Card,Mobile App,
STG-0001005,TXN-0000696,2,CUST-00361,PROD-0025,2023-02-18,4,344.04,206.42,116.61,Credit Card,Mobile App,
STG-0001006,TXN-0000697,1,CUST-00499,PROD-0053,2024-06-28,1,30.23,3.02,2.5,Cash,Online,
STG-0001007,TXN-0000698,1,CUST-00313,PROD-0070,2024-04-04,1,426.37,63.96,26.51,Credit Card,Online,
STG-0001008,TXN-0000699,1,CUST-00492,PROD-0015,2022-01-14,1,806.99,121.05,52.4,Credit Card,In-Store,STORE-002
STG-0001009,TXN-0000699,2,CUST-00492,PROD-0091,2022-01-14,1,33.72,0.0,2.51,Credit Card,In-Store,STORE-002
STG-0001010,TXN-0000700,1,CUST-00110,PROD-0086,2023-04-17,5,22.6,16.95,6.7,Credit Card,Online,
STG-0001011,TXN-0000701,1,CUST-00332,PROD-0058,2022-08-01,1,40.25,0.0,3.07,Debit Card,Online,
STG-0001012,TXN-0000701,2,CUST-00332,PROD-0098,2022-08-01,1,51.22,0.0,4.88,Debit Card,Online,
STG-0001013,TXN-0000701,3,CUST-00332,PROD-0051,2022-08-01,1,169.37,0.0,11.29,Debit Card,Online,
STG-0001014,TXN-0000702,1,CUST-00374,PROD-0099,2023-05-12,3,76.89,23.07,12.65,Debit Card,Online,
STG-0001015,TXN-0000703,1,CUST-00039,PROD-0076,2023-01-14,1,39.76,0.0,3.49,Debit Card,Online,
STG-0001016,TXN-0000704,1,CUST-00128,PROD-0072,2024-01-17,2,308.17,123.27,30.48,PayPal,In-Store,STORE-006
STG-0001017,TXN-0000705,1,CUST-00163,PROD-0026,2022-11-28,1,93.47,9.35,7.4,Debit Card,In-Store,STORE-008
STG-0001018,TXN-0000705,2,CUST-00163,PROD-0091,2022-11-28,2,35.07,3.51,6.18,Debit Card,In-Store,STORE-008
STG-0001019,TXN-0000706,1,CUST-00071,PROD-0052,2022-10-21,1,36.9,0.0,3.08,Debit Card,In-Store,STORE-008
STG-0001020,TXN-0000707,1,CUST-00050,PROD-0026,2024-10-28,1,92.24,0.0,8.96,Credit Card,In-Store,STORE-010
STG-0001021,TXN-0000707,2,CUST-00050,PROD-0003,2024-10-28,1,379.37,37.94,33.51,Credit Card,In-Store,STORE-010
STG-0001022,TXN-0000707,3,CUST-00050,PROD-0063,2024-10-28,4,46.09,18.44,14.81,Credit Card,In-Store,STORE-010
STG-0001023,TXN-0000708,1,CUST-00124,PROD-0060,2024-01-08,1,33.63,0.0,2.67,Credit Card,Mobile App,
STG-0001024,TXN-0000709,1,CUST-00084,PROD-0080,2024-01-13,1,16.51,0.0,1.17,Credit Card,Mobile App,
STG-0001025,TXN-0000710,1,CUST-00242,PROD-0092,2024-01-14,1,24.52,2.45,1.8,Credit Card,Online,
STG-0001026,TXN-0000711,1,CUST-00227,PROD-0014,2022-11-29,4,1376.35,0.0,428.28,Credit Card,Mobile App,
STG-0001027,TXN-0000712,1,CUST-00218,PROD-0080,2022-06-03,1,16.82,1.68,1.21,Cash,Mobile App,
STG-0001028,TXN-0000713,1,CUST-00065,PROD-0029,2022-09-25,2,80.31,0.0,10.11,Cash,In-Store,STORE-006
STG-0001029,TXN-0000714,1,CUST-00152,PROD-0090,2023-08-26,1,19.63,0.98,1.78,Cash,Online,
STG-0001030,TXN-0000715,1,CUST-00050,PROD-0087,2024-05-09,1,18.76,1.88,1.44,Debit Card,Online,
STG-0001031,TXN-0000716,1,CUST-00306,PROD-0062,2024-09-10,1,112.46,0.0,10.41,Debit Card,In-Store,STORE-004
STG-0001032,TXN-0000716,2,CUST-00306,PROD-0079,2024-09-10,1,60.51,0.0,5.75,Debit Card,In-Store,STORE-004
STG-0001033,TXN-0000716,3,CUST-00306,PROD-0040,2024-09-10,3,77.53,11.63,13.29,Debit Card,In-Store,STORE-004
STG-0001034,TXN-0000717,1,CUST-00247,PROD-0056,2024-09-01,2,47.18,4.72,6.22,Credit Card,In-Store,STORE-007
STG-0001035,TXN-0000718,1,CUST-00237,PROD-0087,2024-04-21,3,19.51,2.93,4.43,PayPal,Mobile App,
STG-0001036,TXN-0000719,1,CUST-00275,PROD-0054,2022-04-21,5,51.89,25.95,21.15,Credit Card,Online,
STG-0001037,TXN-0000720,1,CUST-00218,PROD-0044,2022-08-15,1,165.04,0.0,14.5,Debit Card,In-Store,STORE-003
STG-0001038,TXN-0000721,1,CUST-00379,PROD-0058,2024-11-02,1,39.52,0.0,2.83,PayPal,Online,
STG-0001039,TXN-0000721,2,CUST-00379,PROD-0088,2024-11-02,3,21.49,6.45,3.62,PayPal,Online,
STG-0001040,TXN-0000722,1,CUST-00117,PROD-0042,2022-07-17,1,102.81,0.0,8.17,Credit Card,In-Store,STORE-008
STG-0001041,TXN-0000722,2,CUST-00117,PROD-0027,2022-07-17,2,143.88,0.0,22.42,Credit Card,In-Store,STORE-008
STG-0001042,TXN-0000723,1,CUST-00454,PROD-0079,2024-03-03,5,58.27,14.57,18.04,PayPal,Online,
STG-0001043,TXN-0000724,1,CUST-00479,PROD-0088,2022-08-14,2,22.01,2.2,3.6,Credit Card,In-Store,STORE-006
STG-0001044,TXN-0000725,1,CUST-00164,PROD-0018,2022-04-16,2,1249.85,0.0,166.12,Credit Card,In-Store,STORE-009
STG-0001045,TXN-0000726,1,CUST-00185,PROD-0034,2024-01-13,3,50.08,15.02,10.96,Credit Card,Online,
STG-0001046,TXN-0000727,1,CUST-00397,PROD-0024,2024-03-08,2,121.9,0.0,17.29,Credit Card,In-Store,STORE-001
STG-0001047,TXN-0000728,1,CUST-00388,PROD-0043,2022-04-23,1,163.52,0.0,10.29,Credit Card,Online,
STG-0001048,TXN-0000729,1,CUST-00371,PROD-0054,2024-05-29,1,53.11,2.66,4.63,Credit Card,In-Store,STORE-009
STG-0001049,TXN-0000729,2,CUST-00371,PROD-0082,2024-05-29,2,47.06,0.0,6.87,Credit Card,In-Store,STORE-009
STG-0001050,TXN-0000730,1,CUST-00017,PROD-0074,2022-09-13,1,145.87,0.0,11.26,Credit Card,In-Store,STORE-005
STG-0001051,TXN-0000731,1,CUST-00185,PROD-0071,2023-01-19,1,87.42,17.48,6.23,Credit Card,In-Store,STORE-009
STG-0001052,TXN-0000732,1,CUST-00371,PROD-0044,2024-08-31,1,166.16,16.62,11.65,Debit Card,Online,
STG-0001053,TXN-0000732,2,CUST-00371,PROD-0089,2024-08-31,1,16.73,0.0,1.1,Debit Card,Online,
STG-0001054,TXN-0000732,3,CUST-00371,PROD-0056,2024-08-31,1,47.01,2.35,3.05,Debit Card,Online,
STG-0001055,TXN-0000733,1,CUST-00266,PROD-0099,2023-10-05,3,78.89,23.67,13.28,Debit Card,In-Store,STORE-008
STG-0001056,TXN-0000733,2,CUST-00266,PROD-0072,2023-10-05,1,306.37,15.32,27.18,Debit Card,In-Store,STORE-008
STG-0001057,TXN-0000733,3,CUST-00266,PROD-0022,2023-10-05,2,107.37,10.74,19.35,Debit Card,In-Store,STORE-008
STG-0001058,TXN-0000734,1,CUST-00104,PROD-0076,2024-08-29,4,40.03,0.0,12.56,Debit Card,Online,
